Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,AllowsTearing,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.141780,27.851,27.764,0.268,0.225,6.496
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.245755,103.975,104.150,0.210,0.153,6.671
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.294414,48.658,48.609,0.157,0.165,6.621
,520,0x0000023DCA2DD8C0,DXGI,1,0,2,Hardware: Legacy Flip,0,2.329200,34.787,34.719,0.151,0.160,6.554
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.350094,20.894,20.845,0.207,0.194,6.505
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.447683,97.588,97.278,0.412,0.282,6.194
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.510668,62.986,62.518,0.634,0.460,5.727
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.531103,20.434,20.812,0.422,0.300,6.105
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.545008,13.905,13.894,0.640,0.333,6.094
devenv.exe,15592,0x000000001ED69120,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,2.627728,534.246,534.759,0.626,0.582,13.625
,520,0x0000023DCA2DD8C0,DXGI,1,0,2,Hardware: Legacy Flip,0,2.634909,89.901,90.252,0.329,0.293,6.444
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.642154,7.245,6.967,0.442,0.311,6.167
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.711638,69.484,69.499,0.428,0.334,6.181
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.843328,97.105,97.236,0.285,0.224,6.374
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.926418,83.090,83.291,0.169,0.164,6.575
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.947159,20.742,20.832,0.136,0.152,6.666
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.044434,97.275,97.231,0.164,0.168,6.622
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.141904,97.470,97.232,0.446,0.243,6.384
devenv.exe,15592,0x000000001ED69120,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,3.155406,527.678,527.751,0.268,0.244,13.699
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.162451,20.547,20.816,0.150,0.169,6.654
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.176293,13.843,13.890,0.131,0.150,6.701
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.259839,83.546,83.352,0.250,0.197,6.507
,520,0x0000023DCA2DD8C0,DXGI,1,0,2,Hardware: Legacy Flip,0,3.329371,69.532,69.437,0.274,0.209,6.413
